HomeTeam,AwayTeam,Year,HomeGoals,AwayGoals,TotalGoals,HomeFifaRank,HomeFifaPoints,HomeGoalsScoredLast4Y,HomeGoalsReceivedLast4Y,HomeWinsLast4Y,HomeLossesLast4Y,HomeDrawsLast4Y,HomeIsHost,HomeSquadMarketValueEur,HomeSquadAvgAge,HomeWorldCupTitlesBefore,AwayFifaRank,AwayFifaPoints,AwayGoalsScoredLast4Y,AwayGoalsReceivedLast4Y,AwayWinsLast4Y,AwayLossesLast4Y,AwayDrawsLast4Y,AwayIsHost,AwaySquadMarketValueEur,AwaySquadAvgAge,AwayWorldCupTitlesBefore,SameContinent,DiffFifaRank,DiffFifaPoints,DiffGoalsScoredLast4Y,DiffGoalsReceivedLast4Y,DiffWinsLast4Y,DiffLossesLast4Y,DiffDrawsLast4Y,DiffSquadMarketValueEur,DiffSquadAvgAge,DiffWorldCupTitlesBefore,DiffIsHost
Netherlands,Chile,2014,2,0,2,15.0,981.0,106.0,39.0,27.0,8.0,11.0,0.0,208000000.0,26.47,0.0,14.0,1026.0,84.0,58.0,24.0,15.0,9.0,0.0,139000000.0,28.0,0.0,0.0,1.0,-45.0,22.0,-19.0,3.0,-7.0,2.0,69000000.0,-1.5300000000000011,0.0,0.0
Colombia,Greece,2014,3,0,3,8.0,1137.0,58.0,25.0,22.0,8.0,11.0,0.0,191000000.0,27.47,0.0,12.0,1064.0,53.0,31.0,25.0,5.0,15.0,0.0,80000000.0,28.51,0.0,0.0,-4.0,73.0,5.0,-6.0,-3.0,3.0,-4.0,111000000.0,-1.0400000000000027,0.0,0.0
Ivory Coast,Japan,2014,2,1,3,23.0,809.0,88.0,40.0,28.0,5.0,10.0,0.0,122000000.0,27.83,0.0,46.0,626.0,102.0,57.0,32.0,11.0,11.0,0.0,98000000.0,27.32,0.0,0.0,-23.0,183.0,-14.0,-17.0,-4.0,-6.0,-1.0,24000000.0,0.509999999999998,0.0,0.0
Colombia,Ivory Coast,2014,2,1,3,8.0,1137.0,58.0,25.0,22.0,8.0,11.0,0.0,191000000.0,27.47,0.0,23.0,809.0,88.0,40.0,28.0,5.0,10.0,0.0,122000000.0,27.83,0.0,0.0,-15.0,328.0,-30.0,-15.0,-6.0,3.0,1.0,69000000.0,-0.35999999999999943,0.0,0.0
Japan,Greece,2014,0,0,0,46.0,626.0,102.0,57.0,32.0,11.0,11.0,0.0,98000000.0,27.32,0.0,12.0,1064.0,53.0,31.0,25.0,5.0,15.0,0.0,80000000.0,28.51,0.0,0.0,34.0,-438.0,49.0,26.0,7.0,6.0,-4.0,18000000.0,-1.1900000000000013,0.0,0.0
Japan,Colombia,2014,1,4,5,46.0,626.0,102.0,57.0,32.0,11.0,11.0,0.0,98000000.0,27.32,0.0,8.0,1137.0,58.0,25.0,22.0,8.0,11.0,0.0,191000000.0,27.47,0.0,0.0,38.0,-511.0,44.0,32.0,10.0,3.0,0.0,-93000000.0,-0.14999999999999858,0.0,0.0
Greece,Ivory Coast,2014,2,1,3,12.0,1064.0,53.0,31.0,25.0,5.0,15.0,0.0,80000000.0,28.51,0.0,23.0,809.0,88.0,40.0,28.0,5.0,10.0,0.0,122000000.0,27.83,0.0,0.0,-11.0,255.0,-35.0,-9.0,-3.0,0.0,5.0,-42000000.0,0.6800000000000033,0.0,0.0
Uruguay,Costa Rica,2014,1,3,4,7.0,1147.0,93.0,56.0,25.0,11.0,14.0,0.0,218000000.0,28.55,0.0,28.0,762.0,79.0,69.0,24.0,23.0,20.0,0.0,30000000.0,27.43,0.0,0.0,-21.0,385.0,14.0,-13.0,1.0,-12.0,-6.0,188000000.0,1.120000000000001,0.0,0.0
England,Italy,2014,1,2,3,10.0,1090.0,83.0,36.0,24.0,5.0,14.0,0.0,334000000.0,26.57,0.0,9.0,1104.0,79.0,55.0,22.0,11.0,20.0,0.0,323000000.0,27.9,0.0,1.0,1.0,-14.0,4.0,-19.0,2.0,-6.0,-6.0,11000000.0,-1.3299999999999983,0.0,0.0
Uruguay,England,2014,2,1,3,7.0,1147.0,93.0,56.0,25.0,11.0,14.0,0.0,218000000.0,28.55,0.0,10.0,1090.0,83.0,36.0,24.0,5.0,14.0,0.0,334000000.0,26.57,0.0,0.0,-3.0,57.0,10.0,20.0,1.0,6.0,0.0,-116000000.0,1.9800000000000004,0.0,0.0
Italy,Costa Rica,2014,0,1,1,9.0,1104.0,79.0,55.0,22.0,11.0,20.0,0.0,323000000.0,27.9,0.0,28.0,762.0,79.0,69.0,24.0,23.0,20.0,0.0,30000000.0,27.43,0.0,0.0,-19.0,342.0,0.0,-14.0,-2.0,-12.0,0.0,293000000.0,0.46999999999999886,0.0,0.0
Italy,Uruguay,2014,0,1,1,9.0,1104.0,79.0,55.0,22.0,11.0,20.0,0.0,323000000.0,27.9,0.0,7.0,1147.0,93.0,56.0,25.0,11.0,14.0,0.0,218000000.0,28.55,0.0,0.0,2.0,-43.0,-14.0,-1.0,-3.0,0.0,6.0,105000000.0,-0.6500000000000021,0.0,0.0
Costa Rica,England,2014,0,0,0,28.0,762.0,79.0,69.0,24.0,23.0,20.0,0.0,30000000.0,27.43,0.0,10.0,1090.0,83.0,36.0,24.0,5.0,14.0,0.0,334000000.0,26.57,0.0,0.0,18.0,-328.0,-4.0,33.0,0.0,18.0,6.0,-304000000.0,0.8599999999999994,0.0,0.0
Switzerland,Ecuador,2014,2,1,3,6.0,1149.0,54.0,33.0,19.0,6.0,11.0,0.0,178000000.0,26.07,0.0,26.0,791.0,74.0,57.0,18.0,13.0,16.0,0.0,62000000.0,27.73,0.0,0.0,-20.0,358.0,-20.0,-24.0,1.0,-7.0,-5.0,116000000.0,-1.6600000000000001,0.0,0.0
France,Honduras,2014,3,0,3,17.0,913.0,82.0,34.0,27.0,10.0,12.0,0.0,379000000.0,26.84,0.0,33.0,731.0,74.0,77.0,21.0,22.0,18.0,0.0,21000000.0,28.59,0.0,0.0,-16.0,182.0,8.0,-43.0,6.0,-12.0,-6.0,358000000.0,-1.75,0.0,0.0
Switzerland,France,2014,2,5,7,6.0,1149.0,54.0,33.0,19.0,6.0,11.0,0.0,178000000.0,26.07,0.0,17.0,913.0,82.0,34.0,27.0,10.0,12.0,0.0,379000000.0,26.84,0.0,1.0,-11.0,236.0,-28.0,-1.0,-8.0,-4.0,-1.0,-201000000.0,-0.7699999999999996,0.0,0.0
Honduras,Ecuador,2014,1,2,3,33.0,731.0,74.0,77.0,21.0,22.0,18.0,0.0,21000000.0,28.59,0.0,26.0,791.0,74.0,57.0,18.0,13.0,16.0,0.0,62000000.0,27.73,0.0,0.0,7.0,-60.0,0.0,20.0,3.0,9.0,2.0,-41000000.0,0.8599999999999994,0.0,0.0
Honduras,Switzerland,2014,0,3,3,33.0,731.0,74.0,77.0,21.0,22.0,18.0,0.0,21000000.0,28.59,0.0,6.0,1149.0,54.0,33.0,19.0,6.0,11.0,0.0,178000000.0,26.07,0.0,0.0,27.0,-418.0,20.0,44.0,2.0,16.0,7.0,-157000000.0,2.5199999999999996,0.0,0.0
Ecuador,France,2014,0,0,0,26.0,791.0,74.0,57.0,18.0,13.0,16.0,0.0,62000000.0,27.73,0.0,17.0,913.0,82.0,34.0,27.0,10.0,12.0,0.0,379000000.0,26.84,0.0,0.0,9.0,-122.0,-8.0,23.0,-9.0,3.0,4.0,-317000000.0,0.8900000000000006,0.0,0.0
Argentina,Bosnia and Herzegovina,2014,2,1,3,5.0,1175.0,98.0,46.0,29.0,7.0,15.0,0.0,392000000.0,28.92,0.0,21.0,873.0,69.0,41.0,20.0,11.0,7.0,0.0,115000000.0,27.06,0.0,0.0,-16.0,302.0,29.0,5.0,9.0,-4.0,8.0,277000000.0,1.860000000000003,0.0,0.0
Iran,Nigeria,2014,0,0,0,43.0,641.0,100.0,36.0,32.0,8.0,14.0,0.0,24000000.0,28.5,0.0,44.0,640.0,87.0,46.0,24.0,9.0,19.0,0.0,84000000.0,25.81,0.0,0.0,-1.0,1.0,13.0,-10.0,8.0,-1.0,-5.0,-60000000.0,2.6900000000000013,0.0,0.0
Argentina,Iran,2014,1,0,1,5.0,1175.0,98.0,46.0,29.0,7.0,15.0,0.0,392000000.0,28.92,0.0,43.0,641.0,100.0,36.0,32.0,8.0,14.0,0.0,24000000.0,28.5,0.0,0.0,-38.0,534.0,-2.0,10.0,-3.0,-1.0,1.0,368000000.0,0.4200000000000017,0.0,0.0
Nigeria,Bosnia and Herzegovina,2014,1,0,1,44.0,640.0,87.0,46.0,24.0,9.0,19.0,0.0,84000000.0,25.81,0.0,21.0,873.0,69.0,41.0,20.0,11.0,7.0,0.0,115000000.0,27.06,0.0,0.0,23.0,-233.0,18.0,5.0,4.0,-2.0,12.0,-31000000.0,-1.25,0.0,0.0
Nigeria,Argentina,2014,2,3,5,44.0,640.0,87.0,46.0,24.0,9.0,19.0,0.0,84000000.0,25.81,0.0,5.0,1175.0,98.0,46.0,29.0,7.0,15.0,0.0,392000000.0,28.92,0.0,0.0,39.0,-535.0,-11.0,0.0,-5.0,2.0,4.0,-308000000.0,-3.110000000000003,0.0,0.0
Bosnia and Herzegovina,Iran,2014,3,1,4,21.0,873.0,69.0,41.0,20.0,11.0,7.0,0.0,115000000.0,27.06,0.0,43.0,641.0,100.0,36.0,32.0,8.0,14.0,0.0,24000000.0,28.5,0.0,0.0,-22.0,232.0,-31.0,5.0,-12.0,3.0,-7.0,91000000.0,-1.4400000000000013,0.0,0.0
Germany,Portugal,2014,4,0,4,2.0,1300.0,127.0,60.0,32.0,6.0,11.0,0.0,526000000.0,26.19,0.0,4.0,1189.0,91.0,46.0,25.0,8.0,12.0,0.0,297000000.0,28.53,0.0,1.0,-2.0,111.0,36.0,14.0,7.0,-2.0,-1.0,229000000.0,-2.34,0.0,0.0
Ghana,United States,2014,1,2,3,37.0,704.0,86.0,41.0,27.0,13.0,11.0,0.0,96000000.0,25.45,0.0,13.0,1035.0,93.0,64.0,34.0,16.0,11.0,0.0,58000000.0,27.81,0.0,0.0,24.0,-331.0,-7.0,-23.0,-7.0,-3.0,0.0,38000000.0,-2.3599999999999994,0.0,0.0
Germany,Ghana,2014,2,2,4,2.0,1300.0,127.0,60.0,32.0,6.0,11.0,0.0,526000000.0,26.19,0.0,37.0,704.0,86.0,41.0,27.0,13.0,11.0,0.0,96000000.0,25.45,0.0,0.0,-35.0,596.0,41.0,19.0,5.0,-7.0,0.0,430000000.0,0.740000000000002,0.0,0.0
United States,Portugal,2014,2,2,4,13.0,1035.0,93.0,64.0,34.0,16.0,11.0,0.0,58000000.0,27.81,0.0,4.0,1189.0,91.0,46.0,25.0,8.0,12.0,0.0,297000000.0,28.53,0.0,0.0,9.0,-154.0,2.0,18.0,9.0,8.0,-1.0,-239000000.0,-0.7200000000000024,0.0,0.0
United States,Germany,2014,0,1,1,13.0,1035.0,93.0,64.0,34.0,16.0,11.0,0.0,58000000.0,27.81,0.0,2.0,1300.0,127.0,60.0,32.0,6.0,11.0,0.0,526000000.0,26.19,0.0,0.0,11.0,-265.0,-34.0,4.0,2.0,10.0,0.0,-468000000.0,1.6199999999999974,0.0,0.0
Portugal,Ghana,2014,2,1,3,4.0,1189.0,91.0,46.0,25.0,8.0,12.0,0.0,297000000.0,28.53,0.0,37.0,704.0,86.0,41.0,27.0,13.0,11.0,0.0,96000000.0,25.45,0.0,0.0,-33.0,485.0,5.0,5.0,-2.0,-5.0,1.0,201000000.0,3.080000000000002,0.0,0.0
Belgium,Algeria,2014,2,1,3,11.0,1074.0,71.0,41.0,21.0,8.0,12.0,0.0,348000000.0,25.96,0.0,22.0,858.0,49.0,29.0,19.0,8.0,6.0,0.0,57000000.0,26.6,0.0,0.0,-11.0,216.0,22.0,12.0,2.0,0.0,6.0,291000000.0,-0.6400000000000006,0.0,0.0
Russia,South Korea,2014,1,1,2,19.0,893.0,67.0,25.0,24.0,6.0,14.0,0.0,180000000.0,27.48,0.0,57.0,547.0,76.0,62.0,24.0,16.0,11.0,0.0,52000000.0,26.19,0.0,0.0,-38.0,346.0,-9.0,-37.0,0.0,-10.0,3.0,128000000.0,1.2899999999999991,0.0,0.0
Belgium,Russia,2014,1,0,1,11.0,1074.0,71.0,41.0,21.0,8.0,12.0,0.0,348000000.0,25.96,0.0,19.0,893.0,67.0,25.0,24.0,6.0,14.0,0.0,180000000.0,27.48,0.0,1.0,-8.0,181.0,4.0,16.0,-3.0,2.0,-2.0,168000000.0,-1.5199999999999996,0.0,0.0
South Korea,Algeria,2014,2,4,6,57.0,547.0,76.0,62.0,24.0,16.0,11.0,0.0,52000000.0,26.19,0.0,22.0,858.0,49.0,29.0,19.0,8.0,6.0,0.0,57000000.0,26.6,0.0,0.0,35.0,-311.0,27.0,33.0,5.0,8.0,5.0,-5000000.0,-0.41000000000000014,0.0,0.0
South Korea,Belgium,2014,0,1,1,57.0,547.0,76.0,62.0,24.0,16.0,11.0,0.0,52000000.0,26.19,0.0,11.0,1074.0,71.0,41.0,21.0,8.0,12.0,0.0,348000000.0,25.96,0.0,0.0,46.0,-527.0,5.0,21.0,3.0,8.0,-1.0,-296000000.0,0.23000000000000043,0.0,0.0
Algeria,Russia,2014,1,1,2,22.0,858.0,49.0,29.0,19.0,8.0,6.0,0.0,57000000.0,26.6,0.0,19.0,893.0,67.0,25.0,24.0,6.0,14.0,0.0,180000000.0,27.48,0.0,0.0,3.0,-35.0,-18.0,4.0,-5.0,2.0,-8.0,-123000000.0,-0.879999999999999,0.0,0.0
France,Argentina,2018,4,3,7,7.0,1198.0,96.0,45.0,33.0,8.0,8.0,0.0,1029470000.0,26.03,1.0,5.0,1241.0,95.0,40.0,27.0,8.0,12.0,0.0,678320000.0,29.52,2.0,0.0,2.0,-43.0,1.0,5.0,6.0,0.0,-4.0,351150000.0,-3.4899999999999984,-1.0,0.0
Uruguay,Portugal,2018,2,1,3,14.0,1018.0,67.0,42.0,21.0,12.0,8.0,0.0,372630000.0,28.13,2.0,4.0,1273.0,100.0,36.0,33.0,10.0,9.0,0.0,494010000.0,28.37,0.0,0.0,10.0,-255.0,-33.0,6.0,-12.0,2.0,-1.0,-121380000.0,-0.240000000000002,2.0,0.0
Spain,Russia,2018,1,1,2,10.0,1125.0,103.0,29.0,29.0,7.0,8.0,0.0,973030000.0,28.49,1.0,70.0,456.0,65.0,54.0,15.0,16.0,11.0,1.0,161640000.0,28.84,0.0,1.0,-60.0,669.0,38.0,-25.0,14.0,-9.0,-3.0,811390000.0,-0.3500000000000014,1.0,-1.0
Croatia,Denmark,2018,1,1,2,20.0,945.0,78.0,29.0,25.0,8.0,10.0,0.0,363640000.0,27.9,0.0,12.0,1051.0,61.0,36.0,17.0,11.0,12.0,0.0,259040000.0,27.14,0.0,1.0,8.0,-106.0,17.0,-7.0,8.0,-3.0,-2.0,104600000.0,0.759999999999998,0.0,0.0
Brazil,Mexico,2018,2,0,2,2.0,1430.0,95.0,22.0,33.0,4.0,8.0,0.0,980020000.0,28.6,5.0,15.0,989.0,107.0,67.0,37.0,12.0,18.0,0.0,152150000.0,29.24,0.0,0.0,-13.0,441.0,-12.0,-45.0,-4.0,-8.0,-10.0,827870000.0,-0.639999999999997,5.0,0.0
Belgium,Japan,2018,3,2,5,3.0,1298.0,116.0,38.0,30.0,5.0,8.0,0.0,753250000.0,27.59,0.0,61.0,520.0,107.0,50.0,28.0,12.0,11.0,0.0,75520000.0,28.58,0.0,0.0,-58.0,778.0,9.0,-12.0,2.0,-7.0,-3.0,677730000.0,-0.9899999999999984,0.0,0.0
Sweden,Switzerland,2018,1,0,1,24.0,879.0,71.0,40.0,20.0,13.0,15.0,0.0,119640000.0,28.24,0.0,6.0,1198.0,75.0,31.0,25.0,8.0,7.0,0.0,217880000.0,27.18,0.0,1.0,18.0,-319.0,-4.0,9.0,-5.0,5.0,8.0,-98240000.0,1.0599999999999987,0.0,0.0
Colombia,England,2018,1,1,2,16.0,985.0,57.0,37.0,19.0,11.0,13.0,0.0,250850000.0,28.39,0.0,12.0,1050.0,79.0,28.0,29.0,5.0,10.0,0.0,873130000.0,26.05,1.0,0.0,4.0,-65.0,-22.0,9.0,-10.0,6.0,3.0,-622280000.0,2.34,-1.0,0.0
Uruguay,France,2018,0,2,2,14.0,1018.0,67.0,42.0,21.0,12.0,8.0,0.0,372630000.0,28.13,2.0,7.0,1198.0,96.0,45.0,33.0,8.0,8.0,0.0,1029470000.0,26.03,1.0,0.0,7.0,-180.0,-29.0,-3.0,-12.0,4.0,0.0,-656840000.0,2.099999999999998,1.0,0.0
Brazil,Belgium,2018,1,2,3,2.0,1430.0,95.0,22.0,33.0,4.0,8.0,0.0,980020000.0,28.6,5.0,3.0,1298.0,116.0,38.0,30.0,5.0,8.0,0.0,753250000.0,27.59,0.0,0.0,-1.0,132.0,-21.0,-16.0,3.0,-1.0,0.0,226770000.0,1.0100000000000016,5.0,0.0
Sweden,England,2018,0,2,2,24.0,879.0,71.0,40.0,20.0,13.0,15.0,0.0,119640000.0,28.24,0.0,12.0,1050.0,79.0,28.0,29.0,5.0,10.0,0.0,873130000.0,26.05,1.0,1.0,12.0,-171.0,-8.0,12.0,-9.0,8.0,5.0,-753490000.0,2.1899999999999977,-1.0,0.0
Russia,Croatia,2018,2,2,4,70.0,456.0,65.0,54.0,15.0,16.0,11.0,1.0,161640000.0,28.84,0.0,20.0,945.0,78.0,29.0,25.0,8.0,10.0,0.0,363640000.0,27.9,0.0,1.0,50.0,-489.0,-13.0,25.0,-10.0,8.0,1.0,-202000000.0,0.9400000000000013,0.0,1.0
France,Belgium,2018,1,0,1,7.0,1198.0,96.0,45.0,33.0,8.0,8.0,0.0,1029470000.0,26.03,1.0,3.0,1298.0,116.0,38.0,30.0,5.0,8.0,0.0,753250000.0,27.59,0.0,1.0,4.0,-100.0,-20.0,7.0,3.0,3.0,0.0,276220000.0,-1.5599999999999987,1.0,0.0
Croatia,England,2018,2,1,3,20.0,945.0,78.0,29.0,25.0,8.0,10.0,0.0,363640000.0,27.9,0.0,12.0,1050.0,79.0,28.0,29.0,5.0,10.0,0.0,873130000.0,26.05,1.0,1.0,8.0,-105.0,-1.0,1.0,-4.0,3.0,0.0,-509490000.0,1.8499999999999979,-1.0,0.0
Belgium,England,2018,2,0,2,3.0,1298.0,116.0,38.0,30.0,5.0,8.0,0.0,753250000.0,27.59,0.0,12.0,1050.0,79.0,28.0,29.0,5.0,10.0,0.0,873130000.0,26.05,1.0,1.0,-9.0,248.0,37.0,10.0,1.0,0.0,-2.0,-119880000.0,1.5399999999999991,-1.0,0.0
France,Croatia,2018,4,2,6,7.0,1198.0,96.0,45.0,33.0,8.0,8.0,0.0,1029470000.0,26.03,1.0,20.0,945.0,78.0,29.0,25.0,8.0,10.0,0.0,363640000.0,27.9,0.0,1.0,-13.0,253.0,18.0,16.0,8.0,0.0,-2.0,665830000.0,-1.8699999999999974,1.0,0.0
Russia,Saudi Arabia,2018,5,0,5,70.0,456.0,65.0,54.0,15.0,16.0,11.0,1.0,161640000.0,28.84,0.0,67.0,465.0,97.0,66.0,25.0,18.0,8.0,0.0,18800000.0,28.73,0.0,0.0,3.0,-9.0,-32.0,-12.0,-10.0,-2.0,3.0,142840000.0,0.10999999999999943,0.0,1.0
Egypt,Uruguay,2018,0,1,1,45.0,649.0,50.0,27.0,23.0,13.0,7.0,0.0,197030000.0,28.98,0.0,14.0,1018.0,67.0,42.0,21.0,12.0,8.0,0.0,372630000.0,28.13,2.0,0.0,31.0,-369.0,-17.0,-15.0,2.0,1.0,-1.0,-175600000.0,0.8500000000000014,-2.0,0.0
Russia,Egypt,2018,3,1,4,70.0,456.0,65.0,54.0,15.0,16.0,11.0,1.0,161640000.0,28.84,0.0,45.0,649.0,50.0,27.0,23.0,13.0,7.0,0.0,197030000.0,28.98,0.0,0.0,25.0,-193.0,15.0,27.0,-8.0,3.0,4.0,-35390000.0,-0.14000000000000057,0.0,1.0
Uruguay,Saudi Arabia,2018,1,0,1,14.0,1018.0,67.0,42.0,21.0,12.0,8.0,0.0,372630000.0,28.13,2.0,67.0,465.0,97.0,66.0,25.0,18.0,8.0,0.0,18800000.0,28.73,0.0,0.0,-53.0,553.0,-30.0,-24.0,-4.0,-6.0,0.0,353830000.0,-0.6000000000000014,2.0,0.0
Uruguay,Russia,2018,3,0,3,14.0,1018.0,67.0,42.0,21.0,12.0,8.0,0.0,372630000.0,28.13,2.0,70.0,456.0,65.0,54.0,15.0,16.0,11.0,1.0,161640000.0,28.84,0.0,0.0,-56.0,562.0,2.0,-12.0,6.0,-4.0,-3.0,210990000.0,-0.7100000000000009,2.0,-1.0
Saudi Arabia,Egypt,2018,2,1,3,67.0,465.0,97.0,66.0,25.0,18.0,8.0,0.0,18800000.0,28.73,0.0,45.0,649.0,50.0,27.0,23.0,13.0,7.0,0.0,197030000.0,28.98,0.0,0.0,22.0,-184.0,47.0,39.0,2.0,5.0,1.0,-178230000.0,-0.25,0.0,0.0
Morocco,Iran,2018,0,1,1,41.0,685.0,70.0,19.0,26.0,8.0,8.0,0.0,129330000.0,27.23,0.0,37.0,708.0,84.0,22.0,30.0,4.0,9.0,0.0,46750000.0,27.23,0.0,0.0,4.0,-23.0,-14.0,-3.0,-4.0,4.0,-1.0,82580000.0,0.0,0.0,0.0
Portugal,Spain,2018,3,3,6,4.0,1273.0,100.0,36.0,33.0,10.0,9.0,0.0,494010000.0,28.37,0.0,10.0,1125.0,103.0,29.0,29.0,7.0,8.0,0.0,973030000.0,28.49,1.0,1.0,-6.0,148.0,-3.0,7.0,4.0,3.0,1.0,-479020000.0,-0.11999999999999744,-1.0,0.0
Portugal,Morocco,2018,1,0,1,4.0,1273.0,100.0,36.0,33.0,10.0,9.0,0.0,494010000.0,28.37,0.0,41.0,685.0,70.0,19.0,26.0,8.0,8.0,0.0,129330000.0,27.23,0.0,0.0,-37.0,588.0,30.0,17.0,7.0,2.0,1.0,364680000.0,1.1400000000000006,0.0,0.0
Iran,Spain,2018,0,1,1,37.0,708.0,84.0,22.0,30.0,4.0,9.0,0.0,46750000.0,27.23,0.0,10.0,1125.0,103.0,29.0,29.0,7.0,8.0,0.0,973030000.0,28.49,1.0,0.0,27.0,-417.0,-19.0,-7.0,1.0,-3.0,1.0,-926280000.0,-1.259999999999998,-1.0,0.0
Iran,Portugal,2018,1,1,2,37.0,708.0,84.0,22.0,30.0,4.0,9.0,0.0,46750000.0,27.23,0.0,4.0,1273.0,100.0,36.0,33.0,10.0,9.0,0.0,494010000.0,28.37,0.0,0.0,33.0,-565.0,-16.0,-14.0,-3.0,-6.0,0.0,-447260000.0,-1.1400000000000006,0.0,0.0
Spain,Morocco,2018,2,2,4,10.0,1125.0,103.0,29.0,29.0,7.0,8.0,0.0,973030000.0,28.49,1.0,41.0,685.0,70.0,19.0,26.0,8.0,8.0,0.0,129330000.0,27.23,0.0,0.0,-31.0,440.0,33.0,10.0,3.0,-1.0,0.0,843700000.0,1.259999999999998,1.0,0.0
France,Australia,2018,2,1,3,7.0,1198.0,96.0,45.0,33.0,8.0,8.0,0.0,1029470000.0,26.03,1.0,36.0,718.0,85.0,48.0,23.0,11.0,12.0,0.0,50210000.0,28.13,0.0,0.0,-29.0,480.0,11.0,-3.0,10.0,-3.0,-4.0,979260000.0,-2.099999999999998,1.0,0.0
Peru,Denmark,2018,0,1,1,11.0,1125.0,76.0,47.0,26.0,12.0,12.0,0.0,38480000.0,27.44,0.0,12.0,1051.0,61.0,36.0,17.0,11.0,12.0,0.0,259040000.0,27.14,0.0,0.0,-1.0,74.0,15.0,11.0,9.0,1.0,0.0,-220560000.0,0.3000000000000007,0.0,0.0
Denmark,Australia,2018,1,1,2,12.0,1051.0,61.0,36.0,17.0,11.0,12.0,0.0,259040000.0,27.14,0.0,36.0,718.0,85.0,48.0,23.0,11.0,12.0,0.0,50210000.0,28.13,0.0,0.0,-24.0,333.0,-24.0,-12.0,-6.0,0.0,0.0,208830000.0,-0.9899999999999984,0.0,0.0
France,Peru,2018,1,0,1,7.0,1198.0,96.0,45.0,33.0,8.0,8.0,0.0,1029470000.0,26.03,1.0,11.0,1125.0,76.0,47.0,26.0,12.0,12.0,0.0,38480000.0,27.44,0.0,0.0,-4.0,73.0,20.0,-2.0,7.0,-4.0,-4.0,990990000.0,-1.4100000000000001,1.0,0.0
Denmark,France,2018,0,0,0,12.0,1051.0,61.0,36.0,17.0,11.0,12.0,0.0,259040000.0,27.14,0.0,7.0,1198.0,96.0,45.0,33.0,8.0,8.0,0.0,1029470000.0,26.03,1.0,1.0,5.0,-147.0,-35.0,-9.0,-16.0,3.0,4.0,-770430000.0,1.1099999999999994,-1.0,0.0
Australia,Peru,2018,0,2,2,36.0,718.0,85.0,48.0,23.0,11.0,12.0,0.0,50210000.0,28.13,0.0,11.0,1125.0,76.0,47.0,26.0,12.0,12.0,0.0,38480000.0,27.44,0.0,0.0,25.0,-407.0,9.0,1.0,-3.0,-1.0,0.0,11730000.0,0.6899999999999977,0.0,0.0
Argentina,Iceland,2018,1,1,2,5.0,1241.0,95.0,40.0,27.0,8.0,12.0,0.0,678320000.0,29.52,2.0,22.0,908.0,85.0,64.0,24.0,18.0,9.0,0.0,75380000.0,28.58,0.0,0.0,-17.0,333.0,10.0,-24.0,3.0,-10.0,3.0,602940000.0,0.9400000000000013,2.0,0.0
Croatia,Nigeria,2018,2,0,2,20.0,945.0,78.0,29.0,25.0,8.0,10.0,0.0,363640000.0,27.9,0.0,48.0,617.0,48.0,33.0,16.0,11.0,10.0,0.0,134720000.0,25.96,0.0,0.0,-28.0,328.0,30.0,-4.0,9.0,-3.0,0.0,228920000.0,1.9399999999999977,0.0,0.0
Argentina,Croatia,2018,0,3,3,5.0,1241.0,95.0,40.0,27.0,8.0,12.0,0.0,678320000.0,29.52,2.0,20.0,945.0,78.0,29.0,25.0,8.0,10.0,0.0,363640000.0,27.9,0.0,0.0,-15.0,296.0,17.0,11.0,2.0,0.0,2.0,314680000.0,1.620000000000001,2.0,0.0
Nigeria,Iceland,2018,2,0,2,48.0,617.0,48.0,33.0,16.0,11.0,10.0,0.0,134720000.0,25.96,0.0,22.0,908.0,85.0,64.0,24.0,18.0,9.0,0.0,75380000.0,28.58,0.0,0.0,26.0,-291.0,-37.0,-31.0,-8.0,-7.0,1.0,59340000.0,-2.6199999999999974,0.0,0.0
Nigeria,Argentina,2018,1,2,3,48.0,617.0,48.0,33.0,16.0,11.0,10.0,0.0,134720000.0,25.96,0.0,5.0,1241.0,95.0,40.0,27.0,8.0,12.0,0.0,678320000.0,29.52,2.0,0.0,43.0,-624.0,-47.0,-7.0,-11.0,3.0,-2.0,-543600000.0,-3.5599999999999987,-2.0,0.0
Iceland,Croatia,2018,1,2,3,22.0,908.0,85.0,64.0,24.0,18.0,9.0,0.0,75380000.0,28.58,0.0,20.0,945.0,78.0,29.0,25.0,8.0,10.0,0.0,363640000.0,27.9,0.0,1.0,2.0,-37.0,7.0,35.0,-1.0,10.0,-1.0,-288260000.0,0.6799999999999997,0.0,0.0
Costa Rica,Serbia,2018,0,1,1,23.0,884.0,70.0,59.0,21.0,15.0,13.0,0.0,39960000.0,29.78,0.0,34.0,750.0,55.0,45.0,16.0,13.0,8.0,0.0,283720000.0,26.76,0.0,0.0,-11.0,134.0,15.0,14.0,5.0,2.0,5.0,-243760000.0,3.0199999999999996,0.0,0.0
Brazil,Switzerland,2018,1,1,2,2.0,1430.0,95.0,22.0,33.0,4.0,8.0,0.0,980020000.0,28.6,5.0,6.0,1198.0,75.0,31.0,25.0,8.0,7.0,0.0,217880000.0,27.18,0.0,0.0,-4.0,232.0,20.0,-9.0,8.0,-4.0,1.0,762140000.0,1.4200000000000017,5.0,0.0
